t1-reveal-a	126345	38	639
t1-reveal-b	139459	75	685
t1-reveal-c	144544	66	694
t2-adoption-a	140522	38	661
t2-adoption-b	142401	44	675
t2-adoption-c	126625	42	550
t3-bell-a	151262	54	864
t3-bell-b	172489	41	896
t3-bell-c	145132	54	828
