t1-reveal-opus	144564	69	661
t1-reveal-sonnet	203315	73	1140
t2-adoption-opus	173279	63	807
t2-adoption-sonnet	204594	54	951
t3-bell-opus	145016	74	644
t3-bell-sonnet	190249	70	831
